"hcpcs_code","hcpcs_description","ccs_code","ccs_desc"
"94770","Measurement of exhaled carbon dioxide gas",233,"Laboratory - Chemistry and Hematology"
"94799","Pulmonary service or operation",41,"Other non-OR therapeutic procedures on respiratory system"
"95004","Injection of allergenic extracts into skin for immediate reaction analysis",173,"Other diagnostic procedures on skin and subcutaneous tissue"
"95010","Injection of drugs, substances, or venoms into skin for immediate reaction analysis",173,"Other diagnostic procedures on skin and subcutaneous tissue"
"95012","Measurement of inhaled nitric oxide gas",40,"Other diagnostic procedures of respiratory tract and mediastinum"
"95015","Injection of drugs, substances, or venoms into skin for immediate reaction analysis",173,"Other diagnostic procedures on skin and subcutaneous tissue"
"95024","Injection of allergenic extracts into skin for immediate reaction analysis",173,"Other diagnostic procedures on skin and subcutaneous tissue"
"95027","Injection of allergenic extracts for airborne allergens into skin for immediate reaction analysis",173,"Other diagnostic procedures on skin and subcutaneous tissue"
"95028","Injection of allergenic extracts into skin with delayed reaction analysis",173,"Other diagnostic procedures on skin and subcutaneous tissue"
"95044","Application of allergenic extract skin patch with reaction analysis",173,"Other diagnostic procedures on skin and subcutaneous tissue"
"95052","Application of allergenic extract skin patch, exposure to ultraviolet light, and reaction analysis",173,"Other diagnostic procedures on skin and subcutaneous tissue"
"95060","Application of allergenic extract onto mucous membrane of eye with reaction analysis",173,"Other diagnostic procedures on skin and subcutaneous tissue"
"95065","Application of allergenic extract onto mucous membrane of nose with reaction analysis",173,"Other diagnostic procedures on skin and subcutaneous tissue"
"95070","Inhalation of medications with allergic reaction analysis",173,"Other diagnostic procedures on skin and subcutaneous tissue"
"95075","Ingestion of food, drugs or other substances with allergic reaction analysis",173,"Other diagnostic procedures on skin and subcutaneous tissue"
"95115","Injection of incremental dosages of allergen",228,"Prophylactic vaccinations and inoculations"
"95117","Injection of incremental dosages of allergen, 2 or more injections",228,"Prophylactic vaccinations and inoculations"
"95144","Preparation and provision of single-dose vials of allergen antigens for allergen immunotherapy",228,"Prophylactic vaccinations and inoculations"
"95145","Preparation and provision of single stinging insect venom for allergen immunotherapy",228,"Prophylactic vaccinations and inoculations"
"95146","Preparation and provision of 2 single stinging insect venom for allergen immunotherapy",228,"Prophylactic vaccinations and inoculations"
"95147","Preparation and provision of 3 single stinging insect venom for allergen immunotherapy",228,"Prophylactic vaccinations and inoculations"
"95148","Preparation and provision of 4 single stinging insect venom for allergen immunotherapy",228,"Prophylactic vaccinations and inoculations"
"95149","Preparation and provision of 5 single stinging insect venom for allergen immunotherapy",228,"Prophylactic vaccinations and inoculations"
"95165","Preparation and provision of single or multiple antigens for allergen immunotherapy",228,"Prophylactic vaccinations and inoculations"
"95170","Preparation and provision of whole body extract of biting insect or arthropod antigens",237,"Ancillary Services"
"95180","Rapid desensitization procedure",231,"Other therapeutic procedures"
"95250","Ambulatory continuous glucose (sugar) monitoring",11,"Diagnostic endocrine procedures"
"95251","Ambulatory continuous glucose (sugar) including interpretation and report",11,"Diagnostic endocrine procedures"
"95800","Study of sleep patterns",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"95801","Study of sleep patterns",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"95803","Study of sleep and wake patterns including interpretation and report",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"95805","Diagnostic test for sleep disorder",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"95806","Unattended sleep study with recording of heart rate, oxygen, respiratory airflow and effort",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"95807","Sleep study attended by a technician",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"95808","Sleep monitoring of patient in sleep lab",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"95810","Sleep monitoring of patient in sleep lab",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"95811","Sleep monitoring of patient in sleep lab",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"95812","Measurement of brain wave (EEG) activity, 41-60 minutes",199,"Electroencephalogram (EEG)"
"95813","Measurement of brain wave (EEG) activity greater than 1 hour",199,"Electroencephalogram (EEG)"
"95816","Measurement and recording of brain wave (EEG) activity, awake and drowsy",199,"Electroencephalogram (EEG)"
"95819","Measurement and recording of brain wave (EEG) activity, awake and asleep",199,"Electroencephalogram (EEG)"
"95822","Measurement and recording of brain wave (EEG) activity, in coma or asleep",199,"Electroencephalogram (EEG)"
"95824","Measurement and recording of brain wave (EEG) activity, cerebral death evaluation",199,"Electroencephalogram (EEG)"
"95829","Measurement of brain activity (EEG) during surgery",199,"Electroencephalogram (EEG)"
"95830","Insertion of electrodes in bone for measurement and recording of brain wave activity (EEG)",199,"Electroencephalogram (EEG)"
"95831","Manual muscle testing of arm (excluding hand) leg or trunk",212,"Diagnostic physical therapy"
"95832","Manual muscle testing of hand",212,"Diagnostic physical therapy"
"95833","Manual muscle testing of whole body (excluding hand)",212,"Diagnostic physical therapy"
"95834","Manual muscle testing of whole body including hands",212,"Diagnostic physical therapy"
"95851","Range of motion testing of arm (excluding hand) leg or each spine section trunk",212,"Diagnostic physical therapy"
"95852","Range of motion testing of hand",212,"Diagnostic physical therapy"
"95857","Injection of Tensilon to test for myasthenia gravis",7,"Other diagnostic nervous system procedures"
"95860","Needle measurement and recording of electrical activity of muscles of arm or leg",7,"Other diagnostic nervous system procedures"
"95861","Needle measurement and recording of electrical activity of muscles of arms or legs",7,"Other diagnostic nervous system procedures"
"95863","Needle measurement and recording of electrical activity of muscles in arms or legs",7,"Other diagnostic nervous system procedures"
"95864","Needle measurement and recording of electrical activity of muscles in arms or legs",7,"Other diagnostic nervous system procedures"
"95865","Needle measurement and recording of electrical activity of muscles of voice box",7,"Other diagnostic nervous system procedures"
"95866","Needle measurement and recording of electrical activity of muscles between chest and abdominal cavity",7,"Other diagnostic nervous system procedures"
"95867","Needle measurement and recording of electrical activity of muscles of cranial nerve supplied muscles",7,"Other diagnostic nervous system procedures"
"95868","Needle measurement and recording of electrical activity of muscles of cranial nerve supplied muscles",7,"Other diagnostic nervous system procedures"
"95869","Needle measurement and recording of electrical activity of muscles of middle spine muscles",7,"Other diagnostic nervous system procedures"
"95870","Needle measurement and recording of electrical activity of muscles in arm or leg or non-limb muscles other than middle spinal or cranialnerve supplied muscles",7,"Other diagnostic nervous system procedures"
"95872","Needle measurement and recording electrical activity of muscles including jitter blocking and/or fiber density using single electrode",7,"Other diagnostic nervous system procedures"
"95873","Electrical stimulation for guidance with injection of chemical for destruction of muscles",8,"Other non-OR or closed therapeutic nervous system procedures"
"95874","Needle measurement and recording of electrical activity of muscles for guidance with injection of chemical for destruction of muscles",7,"Other diagnostic nervous system procedures"
"95875","Needle measurement and recording of electrical activity of muscles having lost blood flow",7,"Other diagnostic nervous system procedures"
"95885","Needle measurement and recording of electrical activity of muscles of arm or leg and spinal muscles limited study",7,"Other diagnostic nervous system procedures"
"95886","Needle measurement and recording of electrical activity of muscles of arm or leg and spinal muscles complete study",7,"Other diagnostic nervous system procedures"
"95887","Needle measurement and recording of electrical activity of muscles non-limb muscles",7,"Other diagnostic nervous system procedures"
"95900","Needle measurement and recording of nerve motor (movement) function",7,"Other diagnostic nervous system procedures"
"95903","Needle measurement, rate, and recording of nerve motor (movement) function, with F-wave study",7,"Other diagnostic nervous system procedures"
"95904","Needle measurement and recording of nerve sensory (feel) function",7,"Other diagnostic nervous system procedures"
"95905","Needle measurement and recording of movement and feeling with interpretation and report",7,"Other diagnostic nervous system procedures"
"95920","Continuous intraoperative needle measurement and recording of movement and feeling per hour",7,"Other diagnostic nervous system procedures"
"95921","Testing of autonomic (sympathetic) nervous system function",7,"Other diagnostic nervous system procedures"
"95922","Testing of autonomic (sympathetic) nervous system function at least 5 minutes of tilt",7,"Other diagnostic nervous system procedures"
"95923","Testing of autonomic (sympathetic) nervous system function",7,"Other diagnostic nervous system procedures"
"95925","Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms",7,"Other diagnostic nervous system procedures"
"95926","Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the legs",7,"Other diagnostic nervous system procedures"
"95927","Insertion of needles and skin electrodes for measurement and recording of stimulated sites on the trunk or head",7,"Other diagnostic nervous system procedures"
"95928","Placement of skin electrodes for measurement and recording of stimulated sites of the arms",7,"Other diagnostic nervous system procedures"
"95929","Placement of skin electrodes for measurement and recording of stimulated sites of the legs",7,"Other diagnostic nervous system procedures"
"95930","Measurement and recording of nerve conduction patterns using visually-evoked stimulation",7,"Other diagnostic nervous system procedures"
"95933","Measurement of nerve conduction patterns of eye blink reflex",7,"Other diagnostic nervous system procedures"
"95934","Measurement and recording of nerve conduction patterns of lower leg muscles",7,"Other diagnostic nervous system procedures"
"95936","Measurement and recording of nerve conduction patterns of lower leg muscles",7,"Other diagnostic nervous system procedures"
"95937","Testing with stimulation with assessment of function at muscle-nerve junction",7,"Other diagnostic nervous system procedures"
"95938","Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms and legs",7,"Other diagnostic nervous system procedures"
"95939","Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms and legs",7,"Other diagnostic nervous system procedures"
"95950","Monitoring and localization of seizure activity over 24-hour period using electroencephalograph (EEG)",199,"Electroencephalogram (EEG)"
"95951","Monitoring and localization of seizure activity over 24-hour period using 16-channel electroencephalograph (EEG)",199,"Electroencephalogram (EEG)"
"95953","Monitoring and localization of seizure activity over 24-hour period using portable 16-channel electroencephalograph (EEG)",199,"Electroencephalogram (EEG)"
"95954","Measurement and recording of electrical activity (EEG) of the brain including stimulation by medication or physical activity",199,"Electroencephalogram (EEG)"
"95955","Measurement of electrical activity (EEG) outside the brain during surgery",199,"Electroencephalogram (EEG)"
"95956","Monitoring and localization of seizure activity using electroencephalograph (EEG)",199,"Electroencephalogram (EEG)"
"95957","Digital analysis of electrical brain wave activity (EEG)",199,"Electroencephalogram (EEG)"
"95961","Mapping of electrical brain wave activity (EEG) using electrodes on brain surface to provoke seizure activity or assess brain function",199,"Electroencephalogram (EEG)"
"95962","Mapping of electrical brain wave activity (EEG) to provoke seizure activity or assess brain function",199,"Electroencephalogram (EEG)"
"95965","Measurement and recording of spontaneous brain processing function using magnetic fields",7,"Other diagnostic nervous system procedures"
"95966","Measurement and recording of externally-evoked brain processing function using magnetic fields",7,"Other diagnostic nervous system procedures"
"95967","Measurement and recording of externally-evoked brain processing function using magnetic fields",7,"Other diagnostic nervous system procedures"
"95970","Electronic analysis of implanted simple or complex brain spinal cord or peripheral neurostimulator generator system",7,"Other diagnostic nervous system procedures"
"95971","Electronic analysis and programming of implanted simple spinal cord neurostimulator generator system during or subsequent to surgery",7,"Other diagnostic nervous system procedures"
"95972","Electronic analysis and programming of implanted complex spinal cord neurostimulator generator system during or subsequent to surgery first hour",7,"Other diagnostic nervous system procedures"
"95973","Electronic analysis and programming of implanted complex spinal cord neurostimulator generator system during or subsequent to surgery each additional 30 minutes",7,"Other diagnostic nervous system procedures"
"95974","Electronic analysis and programming of implanted complex cranial neurostimulator generator system during or subsequent to surgery first hour",7,"Other diagnostic nervous system procedures"
"95975","Electronic analysis and programming of implanted complex cranial nerve neurostimulator generator system during or subsequent to surgery each additional 30 minutes",7,"Other diagnostic nervous system procedures"
"95978","Electronic analysis and programming of implanted complex deep brain neurostimulator generator system",7,"Other diagnostic nervous system procedures"
"95979","Electronic analysis and programming of implanted complex deep brain neurostimulator generator system",7,"Other diagnostic nervous system procedures"
"95980","Electronic analysis and programming during surgery of implanted gastric neurostimulator generator",7,"Other diagnostic nervous system procedures"
"95981","Electronic analysis of implanted gastric neurostimulator generator or transmitter",7,"Other diagnostic nervous system procedures"
"95982","Electronic analysis and programming of implanted gastric neurostimulator generator or transmitter",7,"Other diagnostic nervous system procedures"
"95990","Refilling and maintenance of implantable spinal or brain drug delivery pump or reservoir",8,"Other non-OR or closed therapeutic nervous system procedures"
"95991","Refilling and maintenance by physician of implantable spinal or brain drug delivery pump or reservoir",8,"Other non-OR or closed therapeutic nervous system procedures"
"95992","Repositioning maneuvers for treatment of vertigo",8,"Other non-OR or closed therapeutic nervous system procedures"
"95999","Diagnostic neurological or neuromuscular procedure",7,"Other diagnostic nervous system procedures"
"96000","Three-dimensional, video-taped, computer-based gait analysis",7,"Other diagnostic nervous system procedures"
"96001","Three-dimensional, video-taped, computer-based gait analysis during walking",7,"Other diagnostic nervous system procedures"
"96002","Surface recording of electrical activity of muscles during walking or other functional activities 1-12 muscles",7,"Other diagnostic nervous system procedures"
"96004","Physician review interpretation and report of motion analysis during walking or functional activity",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"96020","Neurofunctional testing during functional magnetic resonance imaging (MRI) of the brain",7,"Other diagnostic nervous system procedures"
"96101","Psychological testing with interpretation and report by psychologist or physician per hour",218,"Psychological and psychiatric evaluation and therapy"
"96102","Psychological testing with interpretation and report by technician per hour",218,"Psychological and psychiatric evaluation and therapy"
"96103","Psychological testing with interpretation and report by computer",218,"Psychological and psychiatric evaluation and therapy"
"96105","Assessment of expressive and receptive speech with interpretation and report per hour",7,"Other diagnostic nervous system procedures"
"96111","Developmental testing",7,"Other diagnostic nervous system procedures"
"96116","Neurobehavioral status examination, interpretation, and report by psychologist or physician per hour",218,"Psychological and psychiatric evaluation and therapy"
"96118","Neuropsychological testing, interpretation, and report by psychologist or physician per hour",218,"Psychological and psychiatric evaluation and therapy"
"96119","Neuropsychological testing by technician with interpretation and report by a qualified healthcare professional per hour",218,"Psychological and psychiatric evaluation and therapy"
"96120","Neuropsychological testing by a computer with interpretation and report by a qualified healthcare professional",218,"Psychological and psychiatric evaluation and therapy"
"96125","Standardized thought processing testing, interpretation, and report per hour",218,"Psychological and psychiatric evaluation and therapy"
"96150","Health and behavior assessment each 15 minutes",218,"Psychological and psychiatric evaluation and therapy"
"96151","Health and behavior re-assessment each 15 minutes",218,"Psychological and psychiatric evaluation and therapy"
"96152","Health and behavior intervention, individual each 15 minutes",218,"Psychological and psychiatric evaluation and therapy"
"96153","Health and behavior intervention, group each 15 minutes",218,"Psychological and psychiatric evaluation and therapy"
"96154","Health and behavior intervention, family and patient each 15 minutes",218,"Psychological and psychiatric evaluation and therapy"
"96360","Hydration infusion into a vein 31 minutes to 1 hour",231,"Other therapeutic procedures"
"96361","Hydration infusion into a vein each additional hour",231,"Other therapeutic procedures"
"96365","Infusion into a vein for therapy, prevention, or diagnosis up to 1 hour",231,"Other therapeutic procedures"
"96366","Infusion into a vein for therapy, prevention, or diagnosis each additional hour",231,"Other therapeutic procedures"
"96367","Infusion into a vein for therapy prevention or diagnosis additional sequential infusion up to 1 hour",231,"Other therapeutic procedures"
"96368","Infusion into a vein for therapy, prevention, or diagnosis, concurrent with another infusion",231,"Other therapeutic procedures"
"96369","Infusion into tissue for therapy or prevention up to 1 hour",231,"Other therapeutic procedures"
"96370","Infusion into tissue for therapy or prevention each additional hour",231,"Other therapeutic procedures"
"96371","Infusion into tissue for therapy or prevention",231,"Other therapeutic procedures"
"96372","Injection into tissue or muscle for therapy, diagnosis, or prevention",231,"Other therapeutic procedures"
"96373","Injection into artery for therapy, diagnosis, or prevention",231,"Other therapeutic procedures"
"96374","Injection of drug or substance into a vein for therapy",231,"Other therapeutic procedures"
"96375","Injection of different drug or substance into a vein for therapy",231,"Other therapeutic procedures"
"96379","Injection or infusion into a vein or artery for therapy, prevention, or diagnosis",231,"Other therapeutic procedures"
"96401","Non-hormonal anti-neoplastic chemotherapy into tissue or muscle",224,"Cancer chemotherapy"
"96402","Hormonal anti-neoplastic chemotherapy into tissue or muscle",224,"Cancer chemotherapy"
"96405","Intralesional chemotherapy administration, up to and including 7 lesions",224,"Cancer chemotherapy"
"96406","Intralesional chemotherapy administration into more than 7 lesions",224,"Cancer chemotherapy"
"96409","Infusion of chemotherapy into a vein using push technique",224,"Cancer chemotherapy"
"96411","Infusion of additional chemotherapy drug or substance into a vein",224,"Cancer chemotherapy"
"96413","Infusion of chemotherapy into a vein up to 1 hour",224,"Cancer chemotherapy"
"96415","Infusion of chemotherapy into a vein each additional hour",224,"Cancer chemotherapy"
"96416","Prolonged chemotherapy infusion into a vein by portable or implanted pump more than 8 hours",224,"Cancer chemotherapy"
"96417","Infusion of different chemotherapy drug or substance into a vein up to 1 hour",224,"Cancer chemotherapy"
"96420","Injection of chemotherapy using push technique into an artery",224,"Cancer chemotherapy"
"96422","Infusion of chemotherapy into an artery up to 1 hour",224,"Cancer chemotherapy"
"96423","Chemotherapy administration through artery each additional hour",224,"Cancer chemotherapy"
"96425","Chemotherapy administration through artery, more than 8 hour infusion, requiring portable or implanted pump",224,"Cancer chemotherapy"
"96440","Chemotherapy administration into chest cavity requiring insertion of catheter",224,"Cancer chemotherapy"
"96450","Chemotherapy administration into spinal canal requiring spinal tap",224,"Cancer chemotherapy"
"96521","Refilling and maintenance of portable pump",237,"Ancillary Services"
"96522","Refilling and maintenance of implantable pump or reservoir for drug delivery",237,"Ancillary Services"
"96523","Irrigation of implanted venous access drug delivery device",231,"Other therapeutic procedures"
"96542","Chemotherapy injection into brain through implanted reservoir",224,"Cancer chemotherapy"
"96567","Application of light to aid destruction of premalignant or malignant skin growths",174,"Other non-OR therapeutic procedures on skin and breast"
"96570","Application of light using an endoscope to aid destruction of abnormal tissue first 30 minutes",174,"Other non-OR therapeutic procedures on skin and breast"
"96900","Application of ultraviolet light to skin",174,"Other non-OR therapeutic procedures on skin and breast"
"96904","Whole body skin photography",174,"Other non-OR therapeutic procedures on skin and breast"
"96910","Skin application of tar and ultraviolet B or petrolatum and ultraviolet B",174,"Other non-OR therapeutic procedures on skin and breast"
"96912","Application of chemical agents activated by ultraviolet light to skin",174,"Other non-OR therapeutic procedures on skin and breast"
"96920","Laser treatment (total area less than 250 sq centimeters) for inflammatory skin disease",174,"Other non-OR therapeutic procedures on skin and breast"
"96921","Laser treatment (250 sq centimeters to 500 sq centimeters) for inflammatory skin disease",174,"Other non-OR therapeutic procedures on skin and breast"
"96922","Laser treatment (over 500 sq centimeters) for inflammatory skin disease",174,"Other non-OR therapeutic procedures on skin and breast"
"97001","Physical therapy evaluation",212,"Diagnostic physical therapy"
"97002","Physical therapy re-evaluation",212,"Diagnostic physical therapy"
"97003","Occupational therapy evaluation",212,"Diagnostic physical therapy"
"97004","Occupational therapy re-evaluation",212,"Diagnostic physical therapy"
"97012","Application of mechanical traction to 1 or more areas",214,"Traction, splints, and other wound care"
"97016","Application of blood vessel compression/decompression device to 1 or more areas",213,"Physical therapy exercises, manipulation, and other procedures"
"97018","Application of hot wax bath to 1 or more areas",213,"Physical therapy exercises, manipulation, and other procedures"
"97022","Application of whirlpool therapy to 1 or more areas",213,"Physical therapy exercises, manipulation, and other procedures"
"97024","Application of heat wave therapy to 1 or more areas",213,"Physical therapy exercises, manipulation, and other procedures"
"97026","Application of low energy heat (infrared) to 1 or more areas",213,"Physical therapy exercises, manipulation, and other procedures"
"97028","Application of ultraviolet light to 1 or more areas",213,"Physical therapy exercises, manipulation, and other procedures"
"97032","Application of electrical stimulation to 1 or more areas, each 15 minutes",213,"Physical therapy exercises, manipulation, and other procedures"
"97033","Application of medication through skin using electrical current, each 15 minutes",213,"Physical therapy exercises, manipulation, and other procedures"
"97034","Therapeutic hot and cold baths to 1 or more areas, each 15 minutes",213,"Physical therapy exercises, manipulation, and other procedures"
"97035","Application of ultrasound to 1 or more areas, each 15 minutes",213,"Physical therapy exercises, manipulation, and other procedures"
"97036","Physical therapy treatment to 1 or more areas, Hubbard tank, each 15 minutes",214,"Traction, splints, and other wound care"
"97039","Physical medicine service or procedure",215,"Other physical therapy and rehabilitation"
"97110","Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",213,"Physical therapy exercises, manipulation, and other procedures"
"97112","Therapeutic procedure to re-educate brain-to-nerve-to-muscle function, each 15 minutes",213,"Physical therapy exercises, manipulation, and other procedures"
"97113","Water pool therapy with therapeutic exercises to 1 or more areas, each 15 minutes",213,"Physical therapy exercises, manipulation, and other procedures"
"97116","Walking training to 1 or more areas, each 15 minutes",213,"Physical therapy exercises, manipulation, and other procedures"
"97124","Therapeutic massage to 1 or more areas, each 15 minutes",213,"Physical therapy exercises, manipulation, and other procedures"
"97140","Manual (physical) therapy techniques to 1 or more regions, each 15 minutes",213,"Physical therapy exercises, manipulation, and other procedures"
"97150","Therapeutic procedures in a group setting",213,"Physical therapy exercises, manipulation, and other procedures"
"97530","Therapeutic activities to improve function, with one-on-one contact between patient and provider, each 15 minutes",213,"Physical therapy exercises, manipulation, and other procedures"
"97532","Development of cognitive skills to improve attention, memory, or problem solving, each 15 minutes",215,"Other physical therapy and rehabilitation"
"97533","Sensory technique to enhance processing and adaptation to environmental demands, each 15 minutes",215,"Other physical therapy and rehabilitation"
"97535","Self-care or home management training, each 15 minutes",215,"Other physical therapy and rehabilitation"
"97537","Community or work reintegration training, each 15 minutes",215,"Other physical therapy and rehabilitation"
"97542","Wheelchair management, each 15 minutes",215,"Other physical therapy and rehabilitation"
"97597","Removal of tissue from wounds",214,"Traction, splints, and other wound care"
"97598","Removal of tissue from wounds",214,"Traction, splints, and other wound care"
"97605","Negative or vacuum pressure wound therapy",214,"Traction, splints, and other wound care"
"97606","Negative or vacuum pressure wound therapy",214,"Traction, splints, and other wound care"
"97750","Physical performance test or measurement with report, each 15 minutes",212,"Diagnostic physical therapy"
"97755","Assistive technology assessment to enhance functional performance, each 15 minutes",215,"Other physical therapy and rehabilitation"
"97760","Orthotic management of arm or leg and/or trunk each 15 minutes",215,"Other physical therapy and rehabilitation"
"97761","Training in use of prosthesis for arm and/or leg each 15 minutes",215,"Other physical therapy and rehabilitation"
"97762","Evaluation of orthotic or prosthetic use, each 15 minutes",215,"Other physical therapy and rehabilitation"
"97802","Medical nutrition therapy initial assessment and intervention, each 15 minutes",237,"Ancillary Services"
"97803","Medical nutrition therapy re-assessment and intervention, each 15 minutes",237,"Ancillary Services"
"97804","Medical nutrition therapy performed in a group setting, each 30 minutes",237,"Ancillary Services"
"98925","Osteopathic manipulative treatment to 1-2 body regions",215,"Other physical therapy and rehabilitation"
"98926","Osteopathic manipulative treatment to 3-4 body regions",215,"Other physical therapy and rehabilitation"
"98927","Osteopathic manipulative treatment to 5-6 body regions",215,"Other physical therapy and rehabilitation"
"98928","Osteopathic manipulative treatment to 7-8 body regions",215,"Other physical therapy and rehabilitation"
"98929","Osteopathic manipulative treatment to 9-10 body regions",215,"Other physical therapy and rehabilitation"
"98940","Chiropractic manipulative treatment, 1-2 spinal regions",163,"Other non-OR therapeutic procedures on musculoskeletal system"
"98941","Chiropractic manipulative treatment, 3 to 4 spinal regions",163,"Other non-OR therapeutic procedures on musculoskeletal system"
"98942","Chiropractic manipulative treatment, 5 spinal regions",163,"Other non-OR therapeutic procedures on musculoskeletal system"
"99082","Unusual travel, transportation, or escort of the patient",237,"Ancillary Services"
"99144","Moderate sedation services by physician also performing a procedure, patient 5 years of age or older, first 30 minutes",232,"Anesthesia"
"99145","Moderate sedation services by physician also performing a procedure, each additional 15 minutes",232,"Anesthesia"
"99149","Moderate sedation services by physician not performing a procedure, patient 5 years of age or older, first 30 minutes",232,"Anesthesia"
"99150","Moderate sedation services by physician not performing a procedure, each additional 15 minutes",232,"Anesthesia"
"99172","Automated or semi-automated visual function screening",220,"Ophthalmologic and otologic diagnosis and treatment"
"99183","Management and supervision of oxygen chamber therapy",231,"Other therapeutic procedures"
"99195","Therapeutic removal of whole blood to correct blood level imbalance",231,"Other therapeutic procedures"
"99199","Procedure, service, or report",237,"Ancillary Services"
"99201","New patient office or other outpatient visit, typically 10 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99202","New patient office or other outpatient visit, typically 20 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99203","New patient office or other outpatient visit, typically 30 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99204","New patient office or other outpatient visit, typically 45 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99205","New patient office or other outpatient visit, typically 60 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99211","Established patient office or other outpatient visit, typically 5 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99212","Established patient office or other outpatient visit, typically 10 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99213","Established patient office or other outpatient visit, typically 15 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99214","Established patient office or other outpatient, visit typically 25 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99215","Established patient office or other outpatient, visit typically 40 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99217","Hospital observation care discharge",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99218","Hospital observation care typically 30 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99219","Hospital observation care typically 50 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99220","Hospital observation care typically 70 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99221","Initial hospital inpatient care, typically 30 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99222","Initial hospital inpatient care, typically 50 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99223","Initial hospital inpatient care, typically 70 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99224","Subsequent observation care, typically 15 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99225","Subsequent observation care, typically 25 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99226","Subsequent observation care, typically 35 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99231","Subsequent hospital inpatient care, typically 15 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99232","Subsequent hospital inpatient care, typically 25 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99233","Subsequent hospital inpatient care, typically 35 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99234","Hospital observation or inpatient care low severity",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99235","Hospital observation or inpatient care moderate severity",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99236","Hospital observation or inpatient care high severity",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99238","Hospital discharge day management, 30 minutes or less",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99239","Hospital discharge day management, more than 30 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99281","Emergency department visit, self limited or minor problem",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99282","Emergency department visit, low to moderately severe problem",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99283","Emergency department visit, moderately severe problem",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99284","Emergency department visit, problem of high severity",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99285","Emergency department visit, problem with significant threat to life or function",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99291","Critical care delivery critically ill or injured patient, first 30-74 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99292","Critical care delivery critically ill or injured patient, each additional 30 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99304","Initial nursing facility initial visit, typically 25 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99305","Iinitial nursing facility visit, typically 35 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99306","Initial nursing facility visit, typically 45 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99307","Subsequent nursing facility visit, typically 10 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99308","Subsequent nursing facility visit, typically 15 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
